Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
578,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,10,29818.25,29719.50,6/29/2026 7:50:00 AM,6/29/2026 7:56:00 AM,DAVWAPPB_V1-0788,Stop loss,($1975.00),$501297.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1975.00,$405.00,$2380.00,7,
579,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,17,30219.00,30160.75,6/30/2026 7:42:00 AM,6/30/2026 7:45:00 AM,DAVWAPPB_V1-0789,Stop loss,($1980.50),$499316.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1980.50,$790.50,$2771.00,4,
580,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,9,30248.00,30572.50,6/30/2026 7:52:00 AM,6/30/2026 1:56:00 PM,DAVWAPPB_V1-0790,FlattenStrategyPositionsLong,$5841.00,$505157.50,$0.00,$0.00,$0.00,$0.00,$0.00,$427.50,$6336.00,$495.00,365,
581,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,15,30112.00,30174.75,7/1/2026 7:40:00 AM,7/1/2026 7:42:00 AM,DAVWAPPB_V1-0791,Stop loss,($1882.50),$503275.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1882.50,$480.00,$2362.50,3,
582,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,18,30281.50,30228.75,7/1/2026 8:05:00 AM,7/1/2026 8:33:00 AM,DAVWAPPB_V1-0792,Stop loss,($1899.00),$501376.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1899.00,$1647.00,$3546.00,29,
583,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,46,29900.75,29922.00,7/3/2026 8:15:00 AM,7/3/2026 8:18:00 AM,DAVWAPPB_V1-0793,Stop loss,($1955.00),$499421.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1955.00,$506.00,$2461.00,4,
584,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,9,29510.00,29369.50,7/7/2026 7:39:00 AM,7/7/2026 1:56:00 PM,DAVWAPPB_V1-0795,FlattenStrategyPositionsShort,$2529.00,$501950.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1737.00,$5404.50,$2875.50,378,
585,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,9,29322.00,29211.75,7/8/2026 7:37:00 AM,7/8/2026 8:44:00 AM,DAVWAPPB_V1-0796,Stop loss,($1984.50),$499965.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1984.50,$1386.00,$3370.50,68,
586,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,9,29862.50,29759.75,7/9/2026 7:43:00 AM,7/9/2026 8:16:00 AM,DAVWAPPB_V1-0797,Stop loss,($1849.50),$498116.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1849.50,$1224.00,$3073.50,34,
587,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,6,29680.00,29836.00,7/9/2026 8:19:00 AM,7/9/2026 9:07:00 AM,DAVWAPPB_V1-0798,Stop loss,($1872.00),$496244.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1872.00,$795.00,$2667.00,49,
588,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,16,29859.25,29897.75,7/9/2026 9:10:00 AM,7/9/2026 1:56:00 PM,DAVWAPPB_V1-0799,FlattenStrategyPositionsLong,$1232.00,$497476.00,$0.00,$0.00,$0.00,$0.00,$0.00,$936.00,$4288.00,$3056.00,287,
589,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,22,29953.00,29908.50,7/10/2026 9:26:00 AM,7/10/2026 9:41:00 AM,DAVWAPPB_V1-0800,Stop loss,($1958.00),$495518.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1958.00,$1694.00,$3652.00,16,
590,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,9,29639.25,29745.25,7/13/2026 7:38:00 AM,7/13/2026 9:01:00 AM,DAVWAPPB_V1-0801,Stop loss,($1908.00),$493610.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1908.00,$2628.00,$4536.00,84,
591,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,12,29663.75,29744.75,7/14/2026 8:10:00 AM,7/14/2026 8:34:00 AM,DAVWAPPB_V1-0802,Stop loss,($1944.00),$491666.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1944.00,$2316.00,$4260.00,25,
592,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,10,29840.75,29744.00,7/14/2026 9:08:00 AM,7/14/2026 10:02:00 AM,DAVWAPPB_V1-0805,Stop loss,($1935.00),$489731.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1935.00,$1105.00,$3040.00,55,
593,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,8,29840.00,29680.25,7/15/2026 7:45:00 AM,7/15/2026 1:56:00 PM,DAVWAPPB_V1-0806,FlattenStrategyPositionsShort,$2556.00,$492287.00,$0.00,$0.00,$0.00,$0.00,$0.00,$836.00,$7092.00,$4536.00,372,
594,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,9,29346.25,29450.50,7/16/2026 7:44:00 AM,7/16/2026 8:08:00 AM,DAVWAPPB_V1-0807,Stop loss,($1876.50),$490410.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1876.50,$1593.00,$3469.50,25,
595,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,9,29482.25,29372.75,7/16/2026 8:11:00 AM,7/16/2026 8:56:00 AM,DAVWAPPB_V1-0808,Stop loss,($1971.00),$488439.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1971.00,$481.50,$2452.50,46,
596,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,9,28417.25,28523.00,7/17/2026 7:46:00 AM,7/17/2026 7:51:00 AM,DAVWAPPB_V1-0810,Stop loss,($1903.50),$486536.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1903.50,$103.50,$2007.00,6,
597,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,7,28631.75,28837.25,7/17/2026 7:58:00 AM,7/17/2026 1:56:00 PM,DAVWAPPB_V1-0811,FlattenStrategyPositionsLong,$2877.00,$489413.00,$0.00,$0.00,$0.00,$0.00,$0.00,$304.50,$5813.50,$2936.50,359,
