Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
490,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,24,26250.75,26210.00,12/23/2025 7:48:00 AM,12/23/2025 7:55:00 AM,DAVWAPPB_V1-0678,Stop loss,($1956.00),$444761.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1956.00,$504.00,$2460.00,8,
491,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,71,26223.25,26318.25,12/23/2025 8:49:00 AM,12/23/2025 1:56:00 PM,DAVWAPPB_V1-0680,FlattenStrategyPositionsLong,$13490.00,$458251.00,$0.00,$0.00,$0.00,$0.00,$0.00,$994.00,$14271.00,$781.00,308,
492,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,43,26383.00,26405.75,12/26/2025 8:01:00 AM,12/26/2025 8:32:00 AM,DAVWAPPB_V1-0681,Stop loss,($1956.50),$456294.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1956.50,$3332.50,$5289.00,32,
493,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,31,26315.25,26283.75,12/29/2025 7:44:00 AM,12/29/2025 7:46:00 AM,DAVWAPPB_V1-0683,Stop loss,($1953.00),$454341.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1953.00,$31.00,$1984.00,3,
494,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,29,26206.25,26239.75,12/29/2025 8:09:00 AM,12/29/2025 8:23:00 AM,DAVWAPPB_V1-0684,Stop loss,($1943.00),$452398.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1943.00,$2015.50,$3958.50,15,
495,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,32,26259.00,26228.50,12/29/2025 8:29:00 AM,12/29/2025 8:50:00 AM,DAVWAPPB_V1-0685,Stop loss,($1952.00),$450446.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1952.00,$1552.00,$3504.00,22,
496,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,16,26256.50,26195.50,12/30/2025 7:56:00 AM,12/30/2025 8:14:00 AM,DAVWAPPB_V1-0686,Stop loss,($1952.00),$448494.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1952.00,$904.00,$2856.00,19,
497,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,55,26205.00,26223.25,12/30/2025 8:19:00 AM,12/30/2025 8:24:00 AM,DAVWAPPB_V1-0687,Stop loss,($2007.50),$446487.00,$0.00,$0.00,$0.00,$0.00,$0.00,$2007.50,$907.50,$2915.00,6,
498,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,40,26249.00,26224.50,12/30/2025 8:57:00 AM,12/30/2025 10:01:00 AM,DAVWAPPB_V1-0688,Stop loss,($1960.00),$444527.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1960.00,$4400.00,$6360.00,65,
499,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,23,26098.50,26140.75,12/31/2025 7:50:00 AM,12/31/2025 7:56:00 AM,DAVWAPPB_V1-0690,Stop loss,($1943.50),$442583.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1943.50,$69.00,$2012.50,7,
500,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,29,26266.50,26232.75,1/2/2026 7:57:00 AM,1/2/2026 8:07:00 AM,DAVWAPPB_V1-0691,Stop loss,($1957.50),$440626.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1957.50,$1363.00,$3320.50,11,
501,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,17,26222.75,26165.25,1/6/2026 7:51:00 AM,1/6/2026 9:07:00 AM,DAVWAPPB_V1-0693,Stop loss,($1955.00),$438671.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1955.00,$2244.00,$4199.00,77,
502,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,24,26368.25,26327.50,1/7/2026 7:47:00 AM,1/7/2026 8:02:00 AM,DAVWAPPB_V1-0694,Stop loss,($1956.00),$436715.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1956.00,$1044.00,$3000.00,16,
503,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,27,26398.25,26362.25,1/7/2026 8:36:00 AM,1/7/2026 8:39:00 AM,DAVWAPPB_V1-0695,Stop loss,($1944.00),$434771.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1944.00,$742.50,$2686.50,4,
504,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,14,26209.75,26201.25,1/8/2026 7:39:00 AM,1/8/2026 1:56:00 PM,DAVWAPPB_V1-0696,FlattenStrategyPositionsShort,$238.00,$435009.00,$0.00,$0.00,$0.00,$0.00,$0.00,$434.00,$3647.00,$3409.00,378,
505,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,17,26380.25,26484.50,1/12/2026 7:38:00 AM,1/12/2026 1:56:00 PM,DAVWAPPB_V1-0697,FlattenStrategyPositionsLong,$3544.50,$438553.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1224.00,$5108.50,$1564.00,379,
506,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,12,26162.25,26111.50,1/14/2026 7:44:00 AM,1/14/2026 1:56:00 PM,DAVWAPPB_V1-0698,FlattenStrategyPositionsShort,$1218.00,$439771.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1026.00,$5544.00,$4326.00,373,
507,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,15,26382.25,26446.00,1/15/2026 7:39:00 AM,1/15/2026 7:45:00 AM,DAVWAPPB_V1-0699,Stop loss,($1912.50),$437859.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1912.50,$577.50,$2490.00,7,
508,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,17,26335.75,26394.00,1/15/2026 8:50:00 AM,1/15/2026 8:58:00 AM,DAVWAPPB_V1-0700,Stop loss,($1980.50),$435878.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1980.50,$756.50,$2737.00,9,
509,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,29,26317.25,26222.75,1/16/2026 7:54:00 AM,1/16/2026 1:56:00 PM,DAVWAPPB_V1-0702,FlattenStrategyPositionsShort,$5481.00,$441359.50,$0.00,$0.00,$0.00,$0.00,$0.00,$319.00,$12586.00,$7105.00,363,
510,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,35,25758.00,25786.50,1/19/2026 7:41:00 AM,1/19/2026 7:52:00 AM,DAVWAPPB_V1-0703,Stop loss,($1995.00),$439364.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1995.00,$822.50,$2817.50,12,
511,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,20,25869.75,25820.50,1/20/2026 8:30:00 AM,1/20/2026 10:33:00 AM,DAVWAPPB_V1-0704,Stop loss,($1970.00),$437394.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1970.00,$2810.00,$4780.00,124,
512,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,10,26080.00,26176.50,1/22/2026 7:51:00 AM,1/22/2026 9:21:00 AM,DAVWAPPB_V1-0705,Stop loss,($1930.00),$435464.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1930.00,$705.00,$2635.00,91,
513,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,22,26307.00,26369.25,1/26/2026 7:42:00 AM,1/26/2026 1:56:00 PM,DAVWAPPB_V1-0706,FlattenStrategyPositionsLong,$2739.00,$438203.50,$0.00,$0.00,$0.00,$0.00,$0.00,$770.00,$5973.00,$3234.00,375,
514,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,22,26519.25,26587.75,1/27/2026 7:54:00 AM,1/27/2026 1:56:00 PM,DAVWAPPB_V1-0707,FlattenStrategyPositionsLong,$3014.00,$441217.50,$0.00,$0.00,$0.00,$0.00,$0.00,$187.00,$4631.00,$1617.00,363,
515,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,8,26514.25,26494.50,1/29/2026 7:42:00 AM,1/29/2026 1:56:00 PM,DAVWAPPB_V1-0708,FlattenStrategyPositionsShort,$316.00,$441533.50,$0.00,$0.00,$0.00,$0.00,$0.00,$396.00,$7492.00,$7176.00,375,
516,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,24,26416.00,26374.75,1/30/2026 8:47:00 AM,1/30/2026 8:54:00 AM,DAVWAPPB_V1-0709,Stop loss,($1980.00),$439553.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1980.00,$1356.00,$3336.00,8,
517,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,26,26341.75,26379.00,1/30/2026 9:03:00 AM,1/30/2026 9:08:00 AM,DAVWAPPB_V1-0710,Stop loss,($1937.00),$437616.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1937.00,$494.00,$2431.00,6,
518,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,20,26220.25,26357.75,2/2/2026 7:42:00 AM,2/2/2026 1:56:00 PM,DAVWAPPB_V1-0711,FlattenStrategyPositionsLong,$5500.00,$443116.50,$0.00,$0.00,$0.00,$0.00,$0.00,$900.00,$9550.00,$4050.00,375,
519,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,8,26348.50,25933.50,2/3/2026 7:38:00 AM,2/3/2026 1:56:00 PM,DAVWAPPB_V1-0712,FlattenStrategyPositionsShort,$6640.00,$449756.50,$0.00,$0.00,$0.00,$0.00,$0.00,$484.00,$9928.00,$3288.00,379,
520,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,9,25440.25,25337.00,2/5/2026 7:45:00 AM,2/5/2026 7:56:00 AM,DAVWAPPB_V1-0713,Stop loss,($1858.50),$447898.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1858.50,$558.00,$2416.50,12,
521,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,14,25689.50,25621.75,2/9/2026 7:50:00 AM,2/9/2026 7:52:00 AM,DAVWAPPB_V1-0714,Stop loss,($1897.00),$446001.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1897.00,$252.00,$2149.00,3,
522,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,13,25229.25,25302.25,2/24/2026 7:38:00 AM,2/24/2026 7:39:00 AM,DAVWAPPB_V1-0716,Stop loss,($1898.00),$444103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1898.00,$656.50,$2554.50,2,
523,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,11,25765.50,25574.50,2/26/2026 7:37:00 AM,2/26/2026 1:56:00 PM,DAVWAPPB_V1-0717,FlattenStrategyPositionsShort,$4202.00,$448305.00,$0.00,$0.00,$0.00,$0.00,$0.00,$880.00,$8657.00,$4455.00,380,
524,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,12,25473.25,25391.00,2/27/2026 8:09:00 AM,2/27/2026 11:26:00 AM,DAVWAPPB_V1-0718,Stop loss,($1974.00),$446331.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1974.00,$1764.00,$3738.00,198,
525,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,5,25360.00,25551.75,3/2/2026 7:37:00 AM,3/2/2026 1:56:00 PM,DAVWAPPB_V1-0719,FlattenStrategyPositionsLong,$1917.50,$448248.50,$0.00,$0.00,$0.00,$0.00,$0.00,$547.50,$2500.00,$582.50,380,
526,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,7,25083.25,25263.25,3/3/2026 9:09:00 AM,3/3/2026 1:56:00 PM,DAVWAPPB_V1-0720,FlattenStrategyPositionsLong,$2520.00,$450768.50,$0.00,$0.00,$0.00,$0.00,$0.00,$409.50,$3878.00,$1358.00,288,
527,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,21,25511.25,25652.25,3/4/2026 8:14:00 AM,3/4/2026 1:56:00 PM,DAVWAPPB_V1-0721,FlattenStrategyPositionsLong,$5922.00,$456690.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1837.50,$9061.50,$3139.50,343,
528,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,12,25621.00,25539.00,3/5/2026 7:38:00 AM,3/5/2026 8:25:00 AM,DAVWAPPB_V1-0722,Stop loss,($1968.00),$454722.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1968.00,$2334.00,$4302.00,48,
529,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,16,24869.25,24928.75,3/9/2026 7:46:00 AM,3/9/2026 7:47:00 AM,DAVWAPPB_V1-0723,Stop loss,($1904.00),$452818.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1904.00,$504.00,$2408.00,2,
530,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,8,24969.75,25463.50,3/9/2026 8:27:00 AM,3/9/2026 1:56:00 PM,DAVWAPPB_V1-0724,FlattenStrategyPositionsLong,$7900.00,$460718.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1244.00,$9524.00,$1624.00,330,
531,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,15,25535.00,25470.50,3/10/2026 8:31:00 AM,3/10/2026 1:37:00 PM,DAVWAPPB_V1-0726,Stop loss,($1935.00),$458783.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1935.00,$5782.50,$7717.50,307,
532,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,21,25620.00,25573.75,3/11/2026 7:42:00 AM,3/11/2026 7:45:00 AM,DAVWAPPB_V1-0727,Stop loss,($1942.50),$456841.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1942.50,$231.00,$2173.50,4,
533,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,18,25642.00,25587.75,3/11/2026 8:06:00 AM,3/11/2026 8:09:00 AM,DAVWAPPB_V1-0728,Stop loss,($1953.00),$454888.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1953.00,$621.00,$2574.00,4,
534,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,9,25178.25,25081.75,3/12/2026 7:56:00 AM,3/12/2026 1:56:00 PM,DAVWAPPB_V1-0729,FlattenStrategyPositionsShort,$1737.00,$456625.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1471.50,$2209.50,$472.50,361,
535,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,33,25268.25,25238.00,3/13/2026 7:53:00 AM,3/13/2026 7:59:00 AM,DAVWAPPB_V1-0730,Stop loss,($1996.50),$454628.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1996.50,$2557.50,$4554.00,7,
536,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,20,25174.50,25223.25,3/13/2026 8:16:00 AM,3/13/2026 8:32:00 AM,DAVWAPPB_V1-0731,Stop loss,($1950.00),$452678.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1950.00,$1230.00,$3180.00,17,
537,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,19,25175.75,25226.25,3/16/2026 8:39:00 AM,3/16/2026 9:23:00 AM,DAVWAPPB_V1-0732,Stop loss,($1919.00),$450759.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1919.00,$1748.00,$3667.00,45,
538,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,29,25244.50,25210.00,3/16/2026 9:35:00 AM,3/16/2026 9:54:00 AM,DAVWAPPB_V1-0734,Stop loss,($2001.00),$448758.50,$0.00,$0.00,$0.00,$0.00,$0.00,$2001.00,$333.50,$2334.50,20,
539,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,10,25369.00,25272.25,3/17/2026 7:39:00 AM,3/17/2026 9:37:00 AM,DAVWAPPB_V1-0735,Stop loss,($1935.00),$446823.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1935.00,$825.00,$2760.00,119,
540,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,13,24678.25,24752.50,3/20/2026 7:39:00 AM,3/20/2026 7:46:00 AM,DAVWAPPB_V1-0736,Stop loss,($1930.50),$444893.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1930.50,$84.50,$2015.00,8,
541,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,20,24626.00,24360.50,3/20/2026 7:58:00 AM,3/20/2026 1:56:00 PM,DAVWAPPB_V1-0737,FlattenStrategyPositionsShort,$10620.00,$455513.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1150.00,$14380.00,$3760.00,359,
542,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,13,24834.00,24742.75,3/23/2026 9:41:00 AM,3/23/2026 1:56:00 PM,DAVWAPPB_V1-0738,FlattenStrategyPositionsShort,$2372.50,$457885.50,$0.00,$0.00,$0.00,$0.00,$0.00,$604.50,$6064.50,$3692.00,256,
543,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,11,24669.50,24758.75,3/25/2026 7:53:00 AM,3/25/2026 8:17:00 AM,DAVWAPPB_V1-0740,Stop loss,($1963.50),$455922.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1963.50,$995.50,$2959.00,25,
544,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,21,24756.50,24710.75,3/25/2026 8:21:00 AM,3/25/2026 9:11:00 AM,DAVWAPPB_V1-0741,Stop loss,($1921.50),$454000.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1921.50,$2457.00,$4378.50,51,
545,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,21,24477.50,24431.00,3/26/2026 7:52:00 AM,3/26/2026 8:44:00 AM,DAVWAPPB_V1-0742,Stop loss,($1953.00),$452047.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1953.00,$2499.00,$4452.00,53,
546,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,13,24412.00,24077.25,3/26/2026 8:47:00 AM,3/26/2026 1:56:00 PM,DAVWAPPB_V1-0743,FlattenStrategyPositionsShort,$8703.50,$460751.00,$0.00,$0.00,$0.00,$0.00,$0.00,$643.50,$8827.00,$123.50,310,
547,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,8,23816.00,23604.25,3/27/2026 7:56:00 AM,3/27/2026 1:56:00 PM,DAVWAPPB_V1-0745,FlattenStrategyPositionsShort,$3388.00,$464139.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1452.00,$4020.00,$632.00,361,
548,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,17,23698.50,23640.75,3/30/2026 9:04:00 AM,3/30/2026 9:09:00 AM,DAVWAPPB_V1-0746,Stop loss,($1963.50),$462175.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1963.50,$1190.00,$3153.50,6,
549,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,10,23786.00,23694.50,3/31/2026 7:50:00 AM,3/31/2026 8:56:00 AM,DAVWAPPB_V1-0748,Stop loss,($1830.00),$460345.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1830.00,$1965.00,$3795.00,67,
550,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,13,23846.00,23769.25,3/31/2026 9:17:00 AM,3/31/2026 9:32:00 AM,DAVWAPPB_V1-0749,Stop loss,($1995.50),$458350.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1995.50,$240.50,$2236.00,16,
551,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,7,24459.25,24501.25,4/1/2026 7:37:00 AM,4/1/2026 1:56:00 PM,DAVWAPPB_V1-0750,FlattenStrategyPositionsLong,$588.00,$458938.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1449.00,$2597.00,$2009.00,380,
552,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,18,24105.00,24497.75,4/2/2026 7:54:00 AM,4/2/2026 1:56:00 PM,DAVWAPPB_V1-0751,FlattenStrategyPositionsLong,$14139.00,$473077.00,$0.00,$0.00,$0.00,$0.00,$0.00,$378.00,$16506.00,$2367.00,363,
553,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,28,24576.25,24612.00,4/6/2026 8:56:00 AM,4/6/2026 8:58:00 AM,DAVWAPPB_V1-0755,Stop loss,($2002.00),$471075.00,$0.00,$0.00,$0.00,$0.00,$0.00,$2002.00,$84.00,$2086.00,3,
554,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,15,24449.25,24512.00,4/7/2026 7:51:00 AM,4/7/2026 10:04:00 AM,DAVWAPPB_V1-0756,Stop loss,($1882.50),$469192.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1882.50,$6360.00,$8242.50,134,
555,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,13,25409.50,25334.50,4/8/2026 7:42:00 AM,4/8/2026 1:56:00 PM,DAVWAPPB_V1-0757,FlattenStrategyPositionsShort,$1950.00,$471142.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1235.00,$4868.50,$2918.50,375,
556,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,14,25310.50,25377.25,4/9/2026 7:56:00 AM,4/9/2026 9:16:00 AM,DAVWAPPB_V1-0758,Stop loss,($1869.00),$469273.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1869.00,$1526.00,$3395.00,81,
557,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,23,25580.00,25622.25,4/10/2026 8:08:00 AM,4/10/2026 8:15:00 AM,DAVWAPPB_V1-0760,Stop loss,($1943.50),$467330.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1943.50,$713.00,$2656.50,8,
558,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,25,25658.00,25618.00,4/10/2026 8:34:00 AM,4/10/2026 8:43:00 AM,DAVWAPPB_V1-0761,Stop loss,($2000.00),$465330.00,$0.00,$0.00,$0.00,$0.00,$0.00,$2000.00,$387.50,$2387.50,10,
559,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,17,25574.50,25818.00,4/13/2026 7:58:00 AM,4/13/2026 1:56:00 PM,DAVWAPPB_V1-0762,FlattenStrategyPositionsLong,$8279.00,$473609.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1147.50,$8585.00,$306.00,359,
560,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,28,26054.25,26019.25,4/14/2026 7:54:00 AM,4/14/2026 7:56:00 AM,DAVWAPPB_V1-0763,Stop loss,($1960.00),$471649.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1960.00,$42.00,$2002.00,3,
561,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,29,26681.25,26776.75,4/16/2026 8:39:00 AM,4/16/2026 1:56:00 PM,DAVWAPPB_V1-0764,FlattenStrategyPositionsLong,$5539.00,$477188.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1769.00,$10280.50,$4741.50,318,
562,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,19,27078.00,26893.25,4/21/2026 8:52:00 AM,4/21/2026 1:56:00 PM,DAVWAPPB_V1-0767,FlattenStrategyPositionsShort,$7020.50,$484208.50,$0.00,$0.00,$0.00,$0.00,$0.00,$997.50,$8759.00,$1738.50,305,
563,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,26,27187.25,27380.00,4/22/2026 8:08:00 AM,4/22/2026 1:56:00 PM,DAVWAPPB_V1-0768,FlattenStrategyPositionsLong,$10023.00,$494231.50,$0.00,$0.00,$0.00,$0.00,$0.00,$767.00,$10478.00,$455.00,349,
564,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,27,27296.00,27331.75,4/23/2026 8:07:00 AM,4/23/2026 8:32:00 AM,DAVWAPPB_V1-0769,Stop loss,($1930.50),$492301.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1930.50,$1201.50,$3132.00,26,
565,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,26,27554.25,27736.50,4/24/2026 8:47:00 AM,4/24/2026 1:56:00 PM,DAVWAPPB_V1-0771,FlattenStrategyPositionsLong,$9477.00,$501778.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1495.00,$10621.00,$1144.00,310,
566,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,4,29554.00,29780.25,6/12/2026 7:46:00 AM,6/12/2026 8:04:00 AM,DAVWAPPB_V1-0773,Stop loss,($1810.00),$499968.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1810.00,$286.00,$2096.00,19,
567,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,14,30719.25,30842.75,6/15/2026 7:42:00 AM,6/15/2026 1:56:00 PM,DAVWAPPB_V1-0775,FlattenStrategyPositionsLong,$3458.00,$503426.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1372.00,$5579.00,$2121.00,375,
568,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,15,30771.50,30391.00,6/16/2026 8:20:00 AM,6/16/2026 1:56:00 PM,DAVWAPPB_V1-0776,FlattenStrategyPositionsShort,$11415.00,$514841.00,$0.00,$0.00,$0.00,$0.00,$0.00,$112.50,$12907.50,$1492.50,337,
569,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,13,30422.25,30495.25,6/18/2026 7:45:00 AM,6/18/2026 7:50:00 AM,DAVWAPPB_V1-0778,Stop loss,($1898.00),$512943.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1898.00,$786.50,$2684.50,6,
570,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,10,30574.00,30477.50,6/18/2026 8:10:00 AM,6/18/2026 8:31:00 AM,DAVWAPPB_V1-0779,Stop loss,($1930.00),$511013.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1930.00,$1380.00,$3310.00,22,
571,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,6,30922.00,30769.75,6/22/2026 7:41:00 AM,6/22/2026 7:44:00 AM,DAVWAPPB_V1-0781,Stop loss,($1827.00),$509186.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1827.00,$60.00,$1887.00,4,
572,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,11,30789.50,30626.00,6/22/2026 8:28:00 AM,6/22/2026 1:56:00 PM,DAVWAPPB_V1-0782,FlattenStrategyPositionsShort,$3597.00,$512783.00,$0.00,$0.00,$0.00,$0.00,$0.00,$363.00,$6308.50,$2711.50,329,
573,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,11,29915.00,29830.50,6/23/2026 8:00:00 AM,6/23/2026 8:55:00 AM,DAVWAPPB_V1-0783,Stop loss,($1859.00),$510924.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1859.00,$2898.50,$4757.50,56,
574,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,5,29826.50,29636.50,6/24/2026 7:37:00 AM,6/24/2026 7:42:00 AM,DAVWAPPB_V1-0784,Stop loss,($1900.00),$509024.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1900.00,$170.00,$2070.00,6,
575,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,15,29783.25,29717.50,6/24/2026 8:39:00 AM,6/24/2026 8:43:00 AM,DAVWAPPB_V1-0785,Stop loss,($1972.50),$507051.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1972.50,$142.50,$2115.00,5,
576,MNQ SEP26,Backtest,DA--VWAPPB_V1,Long,7,29771.00,29628.75,6/25/2026 8:56:00 AM,6/25/2026 8:58:00 AM,DAVWAPPB_V1-0786,Stop loss,($1991.50),$505060.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1991.50,$10.50,$2002.00,3,
577,MNQ SEP26,Backtest,DA--VWAPPB_V1,Short,6,29527.00,29676.00,6/25/2026 9:16:00 AM,6/25/2026 9:33:00 AM,DAVWAPPB_V1-0787,Stop loss,($1788.00),$503272.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1788.00,$774.00,$2562.00,18,
